No,RC ID,WB In,Lorry Number,check In,check In Time,Check In Time Difference,BDM,WB Out,check Out,check Out Time,BTM,Nett Weight,Adjustment,Accepted Weight
404,RC-14-00266,WB01,Y1281,3/6/2025 12:00:00 AM,0.358333333,,45200,WB01,3/6/2025 12:00:00 AM,0.389583333,18450,26750,0,26750
405,RC-14-00267,WB01,A1390,3/6/2025 12:00:00 AM,0.361111111,,57900,WB01,3/6/2025 12:00:00 AM,0.391666667,18200,39700,0,39700
406,RC-14-00268,WB01,L183,3/6/2025 12:00:00 AM,0.359027778,,57550,WB01,3/6/2025 12:00:00 AM,0.394444444,19100,38450,0,38450
407,RC-14-00269,WB01,Y398,3/6/2025 12:00:00 AM,0.365277778,,55700,WB01,3/6/2025 12:00:00 AM,0.395833333,18900,36800,0,36800
408,RC-14-00270,WB01,K3182,3/6/2025 12:00:00 AM,0.363194444,,44600,WB01,3/6/2025 12:00:00 AM,0.398611111,14450,30150,0,30150
409,RC-14-00271,WB01,U3738,3/6/2025 12:00:00 AM,0.367361111,,62700,WB01,3/6/2025 12:00:00 AM,0.4,18050,44650,0,44650
410,RC-14-00272,WB01,Y1891,3/6/2025 12:00:00 AM,0.372916667,,50750,WB01,3/6/2025 12:00:00 AM,0.402083333,17250,33500,0,33500
411,RC-14-00273,WB01,W3868,3/6/2025 12:00:00 AM,0.370138889,,68450,WB01,3/6/2025 12:00:00 AM,0.404861111,17900,50550,0,50550
412,RC-14-00274,WB01,C7328,3/6/2025 12:00:00 AM,0.377083333,,48800,WB01,3/6/2025 12:00:00 AM,0.407638889,15000,33800,0,33800
413,RC-14-00275,WB01,6838V,3/6/2025 12:00:00 AM,0.373611111,,59700,WB01,3/6/2025 12:00:00 AM,0.410416667,18250,41450,0,41450
414,RC-14-00276,WB01,U9396,3/6/2025 12:00:00 AM,0.38125,,44300,WB01,3/6/2025 12:00:00 AM,0.413194444,14550,29750,0,29750
415,RC-14-00277,WB01,U5509,3/6/2025 12:00:00 AM,0.379166667,,60650,WB01,3/6/2025 12:00:00 AM,0.415972222,18500,42150,0,42150
416,RC-14-00278,WB01,D8386,3/6/2025 12:00:00 AM,0.383333333,,62450,WB01,3/6/2025 12:00:00 AM,0.420138889,18200,44250,0,44250
417,RC-14-00279,WB01,A3266,3/6/2025 12:00:00 AM,0.386111111,,60750,WB01,3/6/2025 12:00:00 AM,0.422222222,18750,42000,0,42000
418,RC-14-00280,WB01,N2573,3/6/2025 12:00:00 AM,0.395138889,,50050,WB01,3/6/2025 12:00:00 AM,0.425,18000,32050,0,32050
419,RC-14-00281,WB01,V6838,3/6/2025 12:00:00 AM,0.393055556,,60050,WB01,3/6/2025 12:00:00 AM,0.427083333,20200,39850,0,39850
420,RC-14-00282,WB01,T9182,3/6/2025 12:00:00 AM,0.390972222,,58400,WB01,3/6/2025 12:00:00 AM,0.429166667,18150,40250,0,40250
421,RC-14-00283,WB01,B5933,3/6/2025 12:00:00 AM,0.397222222,,52450,WB01,3/6/2025 12:00:00 AM,0.430555556,16200,36250,0,36250
422,RC-14-00284,WB01,H5141,3/6/2025 12:00:00 AM,0.400694444,,46150,WB01,3/6/2025 12:00:00 AM,0.433333333,13200,32950,0,32950
423,RC-14-00285,WB01,Y6661,3/6/2025 12:00:00 AM,0.403472222,,57650,WB01,3/6/2025 12:00:00 AM,0.435416667,17300,40350,0,40350
424,RC-14-00286,WB01,D7300,3/6/2025 12:00:00 AM,0.409027778,,40050,WB01,3/6/2025 12:00:00 AM,0.439583333,15400,24650,0,24650
425,RC-14-00287,WB01,T6661,3/6/2025 12:00:00 AM,0.40625,,58100,WB01,3/6/2025 12:00:00 AM,0.440972222,17750,40350,0,40350
426,RC-14-00288,WB01,M1880,3/6/2025 12:00:00 AM,0.411805556,,55850,WB01,3/6/2025 12:00:00 AM,0.44375,16650,39200,0,39200
427,RC-14-00289,WB01,G9692,3/6/2025 12:00:00 AM,0.414583333,,50050,WB01,3/6/2025 12:00:00 AM,0.446527778,15450,34600,0,34600
428,RC-14-00290,WB01,8683J,3/6/2025 12:00:00 AM,0.417361111,,62300,WB01,3/6/2025 12:00:00 AM,0.449305556,18000,44300,0,44300
429,RC-14-00291,WB01,Y8595,3/6/2025 12:00:00 AM,0.421527778,,54600,WB01,3/6/2025 12:00:00 AM,0.451388889,17250,37350,0,37350
430,RC-14-00292,WB01,6838J,3/6/2025 12:00:00 AM,0.41875,,58300,WB01,3/6/2025 12:00:00 AM,0.453472222,19250,39050,0,39050
431,RC-14-00293,WB01,X6838,3/6/2025 12:00:00 AM,0.423611111,,57750,WB01,3/6/2025 12:00:00 AM,0.455555556,18500,39250,0,39250
432,RC-14-00294,WB01,L8368,3/6/2025 12:00:00 AM,0.427777778,,61250,WB01,3/6/2025 12:00:00 AM,0.460416667,18250,43000,0,43000
433,RC-14-00295,WB01,T6838,3/6/2025 12:00:00 AM,0.429861111,,60950,WB01,3/6/2025 12:00:00 AM,0.463888889,20700,40250,0,40250
434,RC-14-00296,WB01,T9955,3/6/2025 12:00:00 AM,0.425694444,,53650,WB01,3/6/2025 12:00:00 AM,0.466666667,16750,36900,0,36900
435,RC-14-00297,WB01,Y160,3/6/2025 12:00:00 AM,0.431944444,,52000,WB01,3/6/2025 12:00:00 AM,0.469444444,17000,35000,0,35000
436,RC-14-00298,WB01,M7491,3/6/2025 12:00:00 AM,0.434027778,,52700,WB01,3/6/2025 12:00:00 AM,0.472222222,17250,35450,0,35450
437,RC-14-00299,WB01,D6838,3/6/2025 12:00:00 AM,0.440277778,,55400,WB01,3/6/2025 12:00:00 AM,0.475,18950,36450,0,36450
438,RC-14-00301,WB01,Y9396,3/6/2025 12:00:00 AM,0.436805556,,46700,WB01,3/6/2025 12:00:00 AM,0.477083333,15800,30900,0,30900
439,RC-14-00302,WB01,H6838,3/6/2025 12:00:00 AM,0.442361111,,57000,WB01,3/6/2025 12:00:00 AM,0.479861111,20300,36700,0,36700
440,RC-14-00303,WB01,K3933,3/6/2025 12:00:00 AM,0.445138889,,46350,WB01,3/6/2025 12:00:00 AM,0.481944444,17650,28700,0,28700
441,RC-14-00304,WB01,V9398,3/6/2025 12:00:00 AM,0.447916667,,45650,WB01,3/6/2025 12:00:00 AM,0.484722222,15900,29750,0,29750
442,RC-14-00305,WB01,U9182,3/6/2025 12:00:00 AM,0.450694444,,45450,WB01,3/6/2025 12:00:00 AM,0.4875,14400,31050,0,31050
443,RC-14-00306,WB01,E738,3/6/2025 12:00:00 AM,0.452083333,,50050,WB01,3/6/2025 12:00:00 AM,0.489583333,18600,31450,0,31450
444,RC-14-00307,WB01,W6838,3/6/2025 12:00:00 AM,0.454861111,,62500,WB01,3/6/2025 12:00:00 AM,0.491666667,18450,44050,0,44050
445,RC-14-00308,WB01,M9512,3/6/2025 12:00:00 AM,0.456944444,,43950,WB01,3/6/2025 12:00:00 AM,0.493055556,14800,29150,0,29150
446,RC-14-00309,WB01,N5933,3/6/2025 12:00:00 AM,0.459027778,,48400,WB01,3/6/2025 12:00:00 AM,0.497222222,15350,33050,0,33050
447,RC-14-00310,WB01,L5933,3/6/2025 12:00:00 AM,0.4625,,45650,WB01,3/6/2025 12:00:00 AM,0.5,14900,30750,0,30750
448,RC-14-00311,WB01,M231,3/6/2025 12:00:00 AM,0.465972222,,53350,WB01,3/6/2025 12:00:00 AM,0.503472222,18000,35350,0,35350
449,RC-14-00312,WB01,B9398,3/6/2025 12:00:00 AM,0.468055556,,46550,WB01,3/6/2025 12:00:00 AM,0.50625,15650,30900,0,30900
450,RC-14-00313,WB01,P5328,3/6/2025 12:00:00 AM,0.470833333,,53100,WB01,3/6/2025 12:00:00 AM,0.508333333,19050,34050,0,34050
451,RC-14-00314,WB01,J8363,3/6/2025 12:00:00 AM,0.473611111,,64400,WB01,3/6/2025 12:00:00 AM,0.5125,17600,46800,0,46800
452,RC-14-00315,WB01,M8386,3/6/2025 12:00:00 AM,0.476388889,,61700,WB01,3/6/2025 12:00:00 AM,0.515277778,19250,42450,0,42450
453,RC-14-00316,WB01,E8303,3/6/2025 12:00:00 AM,0.478472222,,42150,WB01,3/6/2025 12:00:00 AM,0.518055556,14950,27200,0,27200
454,RC-14-00317,WB01,W5509,3/6/2025 12:00:00 AM,0.480555556,,63300,WB01,3/6/2025 12:00:00 AM,0.520138889,18700,44600,0,44600
455,RC-14-00318,WB01,V4373,3/6/2025 12:00:00 AM,0.486111111,,46550,WB01,3/6/2025 12:00:00 AM,0.522222222,14100,32450,0,32450
456,RC-14-00319,WB01,Y730,3/6/2025 12:00:00 AM,0.488194444,,57000,WB01,3/6/2025 12:00:00 AM,0.522916667,18450,38550,0,38550
457,RC-14-00320,WB01,E9739,3/6/2025 12:00:00 AM,0.483333333,,59900,WB01,3/6/2025 12:00:00 AM,0.523611111,16900,43000,0,43000
458,RC-14-00321,WB01,T511,3/6/2025 12:00:00 AM,0.492361111,,47550,WB01,3/6/2025 12:00:00 AM,0.526388889,14200,33350,0,33350
459,RC-14-00322,WB01,K3073,3/6/2025 12:00:00 AM,0.494444444,,46700,WB01,3/6/2025 12:00:00 AM,0.527083333,14650,32050,0,32050
460,RC-14-00323,WB01,D6838,3/6/2025 12:00:00 AM,0.490277778,,61400,WB01,3/6/2025 12:00:00 AM,0.528472222,17600,43800,0,43800
461,RC-14-00324,WB01,W2260,3/6/2025 12:00:00 AM,0.495138889,,61450,WB01,3/6/2025 12:00:00 AM,0.529166667,17800,43650,0,43650
462,RC-14-00325,WB01,K9182,3/6/2025 12:00:00 AM,0.498611111,,64400,WB01,3/6/2025 12:00:00 AM,0.530555556,19350,45050,0,45050
463,RC-14-00326,WB01,C511,3/6/2025 12:00:00 AM,0.506944444,,57800,WB01,3/6/2025 12:00:00 AM,0.53125,17050,40750,0,40750
464,RC-14-00327,WB01,D8386,3/6/2025 12:00:00 AM,0.501388889,,65250,WB01,3/6/2025 12:00:00 AM,0.532638889,18100,47150,0,47150
465,RC-14-00328,WB01,G8863,3/6/2025 12:00:00 AM,0.509722222,,66700,WB01,3/6/2025 12:00:00 AM,0.534027778,18000,48700,0,48700
466,RC-14-00329,WB01,E6866,3/6/2025 12:00:00 AM,0.504166667,,58550,WB01,3/6/2025 12:00:00 AM,0.536111111,18100,40450,0,40450
467,RC-14-00330,WB01,A1390,3/6/2025 12:00:00 AM,0.513888889,,57600,WB01,3/6/2025 12:00:00 AM,0.5375,17700,39900,0,39900
468,RC-14-00331,WB01,Y511,3/6/2025 12:00:00 AM,0.516666667,,51700,WB01,3/6/2025 12:00:00 AM,0.538888889,14850,36850,0,36850
469,RC-14-00332,WB01,Y7778,3/6/2025 12:00:00 AM,0.51875,,55300,WB01,3/6/2025 12:00:00 AM,0.539583333,18000,37300,0,37300
470,RC-14-00333,WB01,N2573,3/6/2025 12:00:00 AM,0.520833333,,48800,WB01,3/6/2025 12:00:00 AM,0.540277778,17100,31700,0,31700
471,RC-14-00334,WB01,A8638,3/6/2025 12:00:00 AM,0.525,,65800,WB01,3/6/2025 12:00:00 AM,0.541666667,17450,48350,0,48350
472,RC-14-00335,WB01,Y1891,3/6/2025 12:00:00 AM,0.547916667,,53150,WB01,3/6/2025 12:00:00 AM,0.558333333,16850,36300,0,36300
473,RC-14-00336,WB01,G9692,3/6/2025 12:00:00 AM,0.549305556,,50350,WB01,3/6/2025 12:00:00 AM,0.563194444,15100,35250,0,35250
474,RC-13-00149,WB01,N8211,3/6/2025 12:00:00 AM,0.55,,46800,WB02,3/6/2025 12:00:00 AM,0.569444444,14200,32600,0,32600
475,RC-13-00150,WB01,K3182,3/6/2025 12:00:00 AM,0.551388889,,44150,WB02,3/6/2025 12:00:00 AM,0.572916667,14300,29850,0,29850
476,RC-13-00151,WB01,X8303,3/6/2025 12:00:00 AM,0.553472222,,46400,WB02,3/6/2025 12:00:00 AM,0.580555556,14700,31700,0,31700
479,RC-13-00154,WB01,T9182,3/6/2025 12:00:00 AM,0.557638889,,54300,WB02,3/6/2025 12:00:00 AM,0.584027778,17700,36600,0,36600
480,RC-14-00337,WB01,Q8101,3/6/2025 12:00:00 AM,0.554861111,,58900,WB01,3/6/2025 12:00:00 AM,0.584722222,18350,40550,0,40550
481,RC-13-00155,WB01,Y398,3/6/2025 12:00:00 AM,0.559027778,,54950,WB02,3/6/2025 12:00:00 AM,0.586111111,18500,36450,0,36450
482,RC-14-00338,WB01,B5933,3/6/2025 12:00:00 AM,0.564583333,,51450,WB01,3/6/2025 12:00:00 AM,0.588194444,15900,35550,0,35550
484,RC-14-00339,WB01,Y1281,3/6/2025 12:00:00 AM,0.55625,,50300,WB01,3/6/2025 12:00:00 AM,0.590972222,17650,32650,0,32650
486,RC-14-00342,WB01,D7300,3/6/2025 12:00:00 AM,0.565277778,,43200,WB01,3/6/2025 12:00:00 AM,0.593055556,15200,28000,0,28000
488,RC-14-00344,WB01,V6838,3/6/2025 12:00:00 AM,0.565972222,,63050,WB01,3/6/2025 12:00:00 AM,0.594444444,19700,43350,0,43350
489,RC-14-00345,WB01,6838V,3/6/2025 12:00:00 AM,0.567361111,,60300,WB01,3/6/2025 12:00:00 AM,0.595138889,17850,42450,0,42450
491,RC-14-00347,WB01,Y6661,3/6/2025 12:00:00 AM,0.568055556,,56200,WB01,3/6/2025 12:00:00 AM,0.599305556,16850,39350,0,39350
492,RC-13-00157,WB01,D8386,3/6/2025 12:00:00 AM,0.569444444,,57800,WB02,3/6/2025 12:00:00 AM,0.604861111,17800,40000,0,40000
494,RC-13-00159,WB01,T6838,3/6/2025 12:00:00 AM,0.571527778,,58650,WB02,3/6/2025 12:00:00 AM,0.609027778,19900,38750,0,38750
495,RC-13-00160,WB01,W3868,3/6/2025 12:00:00 AM,0.572222222,,65550,WB02,3/6/2025 12:00:00 AM,0.610416667,17500,48050,0,48050
498,RC-14-00349,WB01,U5509,3/6/2025 12:00:00 AM,0.572916667,,56250,WB01,3/6/2025 12:00:00 AM,0.614583333,19150,37100,0,37100
501,RC-14-00350,WB01,D6838,3/6/2025 12:00:00 AM,0.570833333,,64000,WB01,3/6/2025 12:00:00 AM,0.624305556,19050,44950,0,44950
502,RC-13-00165,WB01,U5591,3/6/2025 12:00:00 AM,0.576388889,,65650,WB02,3/6/2025 12:00:00 AM,0.625,20200,45450,0,45450
504,RC-13-00166,WB01,L8368,3/6/2025 12:00:00 AM,0.578472222,,60000,WB02,3/6/2025 12:00:00 AM,0.625694444,17850,42150,0,42150
505,RC-14-00352,WB01,Y8595,3/6/2025 12:00:00 AM,0.577777778,,54150,WB01,3/6/2025 12:00:00 AM,0.627777778,17050,37100,0,37100
506,RC-13-00167,WB01,T9955,3/6/2025 12:00:00 AM,0.579166667,,51900,WB02,3/6/2025 12:00:00 AM,0.628472222,17150,34750,0,34750
507,RC-13-00168,WB01,W2989,3/6/2025 12:00:00 AM,0.579861111,,45450,WB02,3/6/2025 12:00:00 AM,0.629861111,15150,30300,0,30300
508,RC-14-00353,WB01,492,3/6/2025 12:00:00 AM,0.581944444,,41850,WB01,3/6/2025 12:00:00 AM,0.630555556,16100,25750,0,25750
511,RC-13-00170,WB01,8683J,3/6/2025 12:00:00 AM,0.582638889,,63450,WB02,3/6/2025 12:00:00 AM,0.632638889,17500,45950,0,45950
512,RC-14-00355,WB01,W6838,3/6/2025 12:00:00 AM,0.589583333,,64500,WB01,3/6/2025 12:00:00 AM,0.632638889,18300,46200,0,46200
513,RC-14-00356,WB01,Y160,3/6/2025 12:00:00 AM,0.583333333,,52100,WB01,3/6/2025 12:00:00 AM,0.634027778,16900,35200,0,35200
515,RC-13-00171,WB01,K5933,3/6/2025 12:00:00 AM,0.586111111,,49350,WB02,3/6/2025 12:00:00 AM,0.6375,17250,32100,0,32100
517,RC-14-00358,WB01,M7491,3/6/2025 12:00:00 AM,0.586805556,,51150,WB01,3/6/2025 12:00:00 AM,0.638888889,17050,34100,0,34100
520,RC-14-00360,WB01,Y730,3/6/2025 12:00:00 AM,0.596527778,,52200,WB01,3/6/2025 12:00:00 AM,0.641666667,19350,32850,0,32850
524,RC-14-00362,WB01,L9955,3/6/2025 12:00:00 AM,0.609722222,,49000,WB01,3/6/2025 12:00:00 AM,0.647222222,15250,33750,0,33750
525,RC-13-00176,WB01,8393B,3/6/2025 12:00:00 AM,0.608333333,,47950,WB02,3/6/2025 12:00:00 AM,0.65,15150,32800,0,32800
528,RC-14-00363,WB01,K5591,3/6/2025 12:00:00 AM,0.604861111,,48350,WB01,3/6/2025 12:00:00 AM,0.654166667,16500,31850,0,31850
529,RC-13-00179,WB01,W5509,3/6/2025 12:00:00 AM,0.619444444,,61550,WB02,3/6/2025 12:00:00 AM,0.654861111,19250,42300,0,42300
530,RC-14-00364,WB01,D6838,3/6/2025 12:00:00 AM,0.620138889,,62950,WB01,3/6/2025 12:00:00 AM,0.656944444,18100,44850,0,44850
531,RC-13-00180,WB01,E9739,3/6/2025 12:00:00 AM,0.610416667,,62950,WB02,3/6/2025 12:00:00 AM,0.659722222,16600,46350,0,46350
532,RC-14-00365,WB01,K3073,3/6/2025 12:00:00 AM,0.628472222,,50400,WB01,3/6/2025 12:00:00 AM,0.661805556,14950,35450,0,35450
534,RC-14-00367,WB01,C511,3/6/2025 12:00:00 AM,0.626388889,,55850,WB01,3/6/2025 12:00:00 AM,0.665972222,17550,38300,0,38300
535,RC-14-00368,WB01,H7667,3/6/2025 12:00:00 AM,0.60625,,48300,WB01,3/6/2025 12:00:00 AM,0.666666667,15250,33050,0,33050
537,RC-14-00369,WB01,K8386,3/6/2025 12:00:00 AM,0.574305556,,61100,WB01,3/6/2025 12:00:00 AM,0.667361111,18000,43100,0,43100
538,RC-14-00370,WB01,Y7778,3/6/2025 12:00:00 AM,0.645833333,,57000,WB01,3/6/2025 12:00:00 AM,0.672222222,18100,38900,0,38900
540,RC-14-00371,WB01,T511,3/6/2025 12:00:00 AM,0.629166667,,45000,WB01,3/6/2025 12:00:00 AM,0.675,14750,30250,0,30250
543,RC-14-00372,WB01,Y398,3/6/2025 12:00:00 AM,0.68125,,54050,WB01,3/6/2025 12:00:00 AM,0.694444444,19050,35000,0,35000
544,RC-14-00373,WB01,9483X,3/6/2025 12:00:00 AM,0.677777778,,49150,WB01,3/6/2025 12:00:00 AM,0.695833333,15000,34150,0,34150
545,RC-14-00374,WB01,Y1891,3/6/2025 12:00:00 AM,0.685416667,,57000,WB01,3/6/2025 12:00:00 AM,0.700694444,17150,39850,0,39850
547,RC-14-00376,WB01,W302,3/6/2025 12:00:00 AM,0.684027778,,53200,WB01,3/6/2025 12:00:00 AM,0.703472222,15400,37800,0,37800
548,RC-14-00377,WB01,K3182,3/6/2025 12:00:00 AM,0.676388889,,44650,WB01,3/6/2025 12:00:00 AM,0.704166667,14350,30300,0,30300
549,RC-13-00185,WB01,6838V,3/6/2025 12:00:00 AM,0.689583333,,65250,WB02,3/6/2025 12:00:00 AM,0.705555556,17650,47600,0,47600
550,RC-14-00378,WB01,Y511,3/6/2025 12:00:00 AM,0.686111111,,51550,WB01,3/6/2025 12:00:00 AM,0.706944444,15550,36000,0,36000
551,RC-14-00379,WB01,Y3600,3/6/2025 12:00:00 AM,0.6875,,50050,WB01,3/6/2025 12:00:00 AM,0.707638889,15250,34800,0,34800
552,RC-13-00186,WB01,X511,3/6/2025 12:00:00 AM,0.688888889,,57200,WB02,3/6/2025 12:00:00 AM,0.709027778,17250,39950,0,39950
553,RC-14-00380,WB01,X1891,3/6/2025 12:00:00 AM,0.690972222,,48650,WB01,3/6/2025 12:00:00 AM,0.709722222,15350,33300,0,33300
557,RC-13-00189,WB01,D8386,3/6/2025 12:00:00 AM,0.692361111,,60200,WB02,3/6/2025 12:00:00 AM,0.717361111,17850,42350,0,42350
558,RC-14-00382,WB01,G253,3/6/2025 12:00:00 AM,0.69375,,56300,WB01,3/6/2025 12:00:00 AM,0.720138889,18800,37500,0,37500
560,RC-13-00191,WB01,D6838,3/6/2025 12:00:00 AM,0.696527778,,63950,WB02,3/6/2025 12:00:00 AM,0.727083333,18750,45200,0,45200
561,RC-14-00383,WB01,T6838,3/6/2025 12:00:00 AM,0.697222222,,62800,WB01,3/6/2025 12:00:00 AM,0.727777778,20300,42500,0,42500
563,RC-14-00384,WB01,V6838,3/6/2025 12:00:00 AM,0.697916667,,65000,WB01,3/6/2025 12:00:00 AM,0.730555556,20150,44850,0,44850
564,RC-13-00193,WB01,L3721,3/6/2025 12:00:00 AM,0.699305556,,48500,WB02,3/6/2025 12:00:00 AM,0.734722222,14500,34000,0,34000
565,RC-14-00385,WB01,B5933,3/6/2025 12:00:00 AM,0.704861111,,52050,WB01,3/6/2025 12:00:00 AM,0.735416667,16200,35850,0,35850
567,RC-14-00386,WB01,W8683,3/6/2025 12:00:00 AM,0.705555556,,64800,WB01,3/6/2025 12:00:00 AM,0.7375,17600,47200,0,47200
572,RC-13-00198,WB01,B1599,3/6/2025 12:00:00 AM,0.711111111,,58350,WB02,3/6/2025 12:00:00 AM,0.747222222,17800,40550,0,40550
574,RC-14-00388,WB01,T9182,3/6/2025 12:00:00 AM,0.708333333,,56600,WB01,3/6/2025 12:00:00 AM,0.749305556,18100,38500,0,38500
575,RC-14-00389,WB01,B5591,3/6/2025 12:00:00 AM,0.721527778,,51000,WB01,3/6/2025 12:00:00 AM,0.75,16500,34500,0,34500
579,RC-14-00391,WB01,Y6661,3/6/2025 12:00:00 AM,0.715277778,,56150,WB01,3/6/2025 12:00:00 AM,0.753472222,17750,38400,0,38400
580,RC-13-00202,WB01,T6661,3/6/2025 12:00:00 AM,0.717361111,,50600,WB02,3/6/2025 12:00:00 AM,0.754166667,17700,32900,0,32900
581,RC-14-00392,WB01,W6838,3/6/2025 12:00:00 AM,0.725694444,,67100,WB01,3/6/2025 12:00:00 AM,0.757638889,18550,48550,0,48550
582,RC-14-00393,WB01,Y1281,3/6/2025 12:00:00 AM,0.71875,,52650,WB01,3/6/2025 12:00:00 AM,0.758333333,17850,34800,0,34800
583,RC-14-00394,WB01,6838J,3/6/2025 12:00:00 AM,0.726388889,,58900,WB01,3/6/2025 12:00:00 AM,0.760416667,19100,39800,0,39800
584,RC-14-00395,WB01,H6838,3/6/2025 12:00:00 AM,0.722916667,,60450,WB01,3/6/2025 12:00:00 AM,0.761805556,20050,40400,0,40400
585,RC-14-00396,WB01,L8368,3/6/2025 12:00:00 AM,0.728472222,,61050,WB01,3/6/2025 12:00:00 AM,0.763194444,18250,42800,0,42800
586,RC-13-00203,WB01,W5509,3/6/2025 12:00:00 AM,0.729861111,,64000,WB02,3/6/2025 12:00:00 AM,0.763888889,19000,45000,0,45000
588,RC-14-00397,WB01,M7491,3/6/2025 12:00:00 AM,0.744444444,,51500,WB01,3/6/2025 12:00:00 AM,0.765972222,17250,34250,0,34250
590,RC-14-00399,WB01,T9955,3/6/2025 12:00:00 AM,0.724305556,,60600,WB01,3/6/2025 12:00:00 AM,0.770833333,16600,44000,0,44000
591,RC-13-00205,WB01,C7328,3/6/2025 12:00:00 AM,0.747222222,,46450,WB02,3/6/2025 12:00:00 AM,0.771527778,15000,31450,0,31450
592,RC-14-00400,WB01,J1831,3/6/2025 12:00:00 AM,0.751388889,,52500,WB01,3/6/2025 12:00:00 AM,0.772222222,18600,33900,0,33900
594,RC-13-00207,WB01,C9182,3/6/2025 12:00:00 AM,0.734722222,,61900,WB02,3/6/2025 12:00:00 AM,0.773611111,19150,42750,0,42750
595,RC-14-00401,WB01,L183,3/6/2025 12:00:00 AM,0.748611111,,53700,WB01,3/6/2025 12:00:00 AM,0.776388889,19900,33800,0,33800
596,RC-14-00402,WB01,N6838,3/6/2025 12:00:00 AM,0.754861111,,65550,WB01,3/6/2025 12:00:00 AM,0.777777778,18450,47100,0,47100
598,RC-14-00404,WB01,D8386,3/6/2025 12:00:00 AM,0.745833333,,61500,WB01,3/6/2025 12:00:00 AM,0.783333333,18600,42900,0,42900
599,RC-14-00405,WB01,K3073,3/6/2025 12:00:00 AM,0.772916667,,46000,WB01,3/6/2025 12:00:00 AM,0.784027778,15300,30700,0,30700
600,RC-14-00406,WB01,G835,3/6/2025 12:00:00 AM,0.75625,,50350,WB01,3/6/2025 12:00:00 AM,0.784722222,17550,32800,0,32800
604,RC-14-00407,WB01,Y730,3/6/2025 12:00:00 AM,0.779166667,,53750,WB01,3/6/2025 12:00:00 AM,0.79375,19450,34300,0,34300
606,RC-14-00409,WB01,G9692,3/6/2025 12:00:00 AM,0.789583333,,46350,WB01,3/6/2025 12:00:00 AM,0.799305556,15850,30500,0,30500
609,RC-14-00411,WB01,D6838,4/6/2025 12:00:00 AM,0.257638889,,67550,WB01,4/6/2025 12:00:00 AM,0.274305556,19250,48300,0,48300
610,RC-13-00212,WB01,W3868,4/6/2025 12:00:00 AM,0.259027778,,66700,WB02,4/6/2025 12:00:00 AM,0.28125,17750,48950,0,48950
613,RC-14-00412,WB01,K8386,4/6/2025 12:00:00 AM,0.260416667,,67350,WB01,4/6/2025 12:00:00 AM,0.293055556,18350,49000,0,49000
614,RC-14-00413,WB01,W8683,4/6/2025 12:00:00 AM,0.261111111,,67900,WB01,4/6/2025 12:00:00 AM,0.295138889,18100,49800,0,49800
616,RC-14-00414,WB01,D6838,4/6/2025 12:00:00 AM,0.263888889,,62850,WB01,4/6/2025 12:00:00 AM,0.305555556,19100,43750,0,43750
621,RC-14-00417,WB01,N6838,4/6/2025 12:00:00 AM,0.264583333,,65850,WB01,4/6/2025 12:00:00 AM,0.315277778,18450,47400,0,47400
623,RC-14-00418,WB01,6838J,4/6/2025 12:00:00 AM,0.269444444,,61750,WB01,4/6/2025 12:00:00 AM,0.315972222,19300,42450,0,42450
624,RC-14-00419,WB01,T6838,4/6/2025 12:00:00 AM,0.270138889,,68850,WB01,4/6/2025 12:00:00 AM,0.317361111,20450,48400,0,48400
625,RC-13-00220,WB01,H6838,4/6/2025 12:00:00 AM,0.271527778,,57250,WB02,4/6/2025 12:00:00 AM,0.31875,20050,37200,0,37200
626,RC-14-00420,WB01,D8386,4/6/2025 12:00:00 AM,0.265972222,,65200,WB01,4/6/2025 12:00:00 AM,0.319444444,18200,47000,0,47000
627,RC-13-00221,WB01,G8638,4/6/2025 12:00:00 AM,0.268055556,,68850,WB02,4/6/2025 12:00:00 AM,0.320833333,18350,50500,0,50500
631,RC-14-00421,WB01,D6838,4/6/2025 12:00:00 AM,0.272916667,,64050,WB01,4/6/2025 12:00:00 AM,0.326388889,18600,45450,0,45450
633,RC-14-00423,WB01,6838M,4/6/2025 12:00:00 AM,0.280555556,,59550,WB01,4/6/2025 12:00:00 AM,0.328472222,19000,40550,0,40550
634,RC-13-00226,WB01,Y730,4/6/2025 12:00:00 AM,0.288194444,,58150,WB02,4/6/2025 12:00:00 AM,0.329166667,19000,39150,0,39150
637,RC-13-00228,WB01,6838V,4/6/2025 12:00:00 AM,0.309027778,,63900,WB02,4/6/2025 12:00:00 AM,0.332638889,17900,46000,0,46000
638,RC-14-00425,WB01,W2260,4/6/2025 12:00:00 AM,0.283333333,,66650,WB01,4/6/2025 12:00:00 AM,0.332638889,18550,48100,0,48100
639,RC-14-00426,WB01,A6661,4/6/2025 12:00:00 AM,0.304166667,,52350,WB01,4/6/2025 12:00:00 AM,0.333333333,17450,34900,0,34900
640,RC-13-00229,WB01,N8211,4/6/2025 12:00:00 AM,0.313888889,,47700,WB02,4/6/2025 12:00:00 AM,0.333333333,14250,33450,0,33450
643,RC-14-00428,WB01,B5933,4/6/2025 12:00:00 AM,0.322916667,,54550,WB01,4/6/2025 12:00:00 AM,0.3375,16500,38050,0,38050
644,RC-13-00231,WB01,M1880,4/6/2025 12:00:00 AM,0.313194444,,51850,WB02,4/6/2025 12:00:00 AM,0.3375,16250,35600,0,35600
